topic,question,answer
Ánh xạ,Định nghĩa của ánh xạ đặc trưng của một tập con.,Là ánh xạ nhận giá trị 1 nếu phần tử thuộc tập con và giá trị 0 nếu ngược lại.
Ánh xạ,Cho biết ánh xạ đặc trưng của một tập con là gì?,Là ánh xạ nhận giá trị 1 nếu phần tử thuộc tập con và giá trị 0 nếu ngược lại.
Ánh xạ,ánh xạ đặc trưng của một tập con là gì?,Là ánh xạ nhận giá trị 1 nếu phần tử thuộc tập con và giá trị 0 nếu ngược lại.
Ánh xạ,Giải thích ánh xạ đặc trưng của một tập con là gì?,Là ánh xạ nhận giá trị 1 nếu phần tử thuộc tập con và giá trị 0 nếu ngược lại.
Ánh xạ,Thế nào là ánh xạ đặc trưng của một tập con?,Là ánh xạ nhận giá trị 1 nếu phần tử thuộc tập con và giá trị 0 nếu ngược lại.
Ánh xạ,Thế nào là ảnh của một tập hợp qua ánh xạ?,"Là tập hợp tất cả các ảnh của các phần tử thuộc tập hợp đó, ký hiệu $f(A)$."
Ánh xạ,ảnh của một tập hợp qua ánh xạ là gì?,"Là tập hợp tất cả các ảnh của các phần tử thuộc tập hợp đó, ký hiệu $f(A)$."
Ánh xạ,Cho biết ảnh của một tập hợp qua ánh xạ là gì?,"Là tập hợp tất cả các ảnh của các phần tử thuộc tập hợp đó, ký hiệu $f(A)$."
Ánh xạ,Giải thích ảnh của một tập hợp qua ánh xạ là gì?,"Là tập hợp tất cả các ảnh của các phần tử thuộc tập hợp đó, ký hiệu $f(A)$."
Ánh xạ,Định nghĩa của ảnh của một tập hợp qua ánh xạ.,"Là tập hợp tất cả các ảnh của các phần tử thuộc tập hợp đó, ký hiệu $f(A)$."
Ánh xạ,Định nghĩa của nghịch ảnh của một tập hợp.,Là tập hợp các phần tử trong tập nguồn mà ảnh của chúng rơi vào tập hợp đích cho trước.
Ánh xạ,nghịch ảnh của một tập hợp là gì?,Là tập hợp các phần tử trong tập nguồn mà ảnh của chúng rơi vào tập hợp đích cho trước.
Ánh xạ,Cho biết nghịch ảnh của một tập hợp là gì?,Là tập hợp các phần tử trong tập nguồn mà ảnh của chúng rơi vào tập hợp đích cho trước.
Ánh xạ,Giải thích nghịch ảnh của một tập hợp là gì?,Là tập hợp các phần tử trong tập nguồn mà ảnh của chúng rơi vào tập hợp đích cho trước.
Ánh xạ,Thế nào là nghịch ảnh của một tập hợp?,Là tập hợp các phần tử trong tập nguồn mà ảnh của chúng rơi vào tập hợp đích cho trước.
Ánh xạ,Ảnh của phép giao hai tập hợp có bằng giao của hai ảnh không?,"Không nhất thiết, nói chung $f(A \cap B) \subseteq f(A) \cap f(B)$."
Ánh xạ,Khi nào ảnh của phép giao bằng giao các ảnh?,Khi ánh xạ f là một đơn ánh.
Ánh xạ,Nghịch ảnh của phép giao hai tập hợp bằng gì?,Bằng giao các nghịch ảnh của từng tập hợp.
Ánh xạ,Nghịch ảnh của phép hợp hai tập hợp bằng gì?,Bằng hợp các nghịch ảnh của từng tập hợp.
Ánh xạ,Định nghĩa của ánh xạ riêng.,Là ánh xạ mà nghịch ảnh của mọi tập hợp compact là một tập hợp compact.
Ánh xạ,Thế nào là ánh xạ riêng?,Là ánh xạ mà nghịch ảnh của mọi tập hợp compact là một tập hợp compact.
Ánh xạ,ánh xạ riêng là gì?,Là ánh xạ mà nghịch ảnh của mọi tập hợp compact là một tập hợp compact.
Ánh xạ,Cho biết ánh xạ riêng là gì?,Là ánh xạ mà nghịch ảnh của mọi tập hợp compact là một tập hợp compact.
Ánh xạ,Giải thích ánh xạ riêng là gì?,Là ánh xạ mà nghịch ảnh của mọi tập hợp compact là một tập hợp compact.
Ánh xạ,Định nghĩa của lực lượng của tập hữu hạn.,Là số lượng các phần tử có trong tập hợp đó.
Ánh xạ,Cho biết lực lượng của tập hữu hạn là gì?,Là số lượng các phần tử có trong tập hợp đó.
Ánh xạ,lực lượng của tập hữu hạn là gì?,Là số lượng các phần tử có trong tập hợp đó.
Ánh xạ,Thế nào là lực lượng của tập hữu hạn?,Là số lượng các phần tử có trong tập hợp đó.
Ánh xạ,Giải thích lực lượng của tập hữu hạn là gì?,Là số lượng các phần tử có trong tập hợp đó.
Ánh xạ,hai tập hợp có cùng lực lượng là gì?,Nếu tồn tại một song ánh giữa hai tập hợp đó.
Ánh xạ,Định nghĩa của hai tập hợp có cùng lực lượng.,Nếu tồn tại một song ánh giữa hai tập hợp đó.
Ánh xạ,Thế nào là hai tập hợp có cùng lực lượng?,Nếu tồn tại một song ánh giữa hai tập hợp đó.
Ánh xạ,Giải thích hai tập hợp có cùng lực lượng là gì?,Nếu tồn tại một song ánh giữa hai tập hợp đó.
Ánh xạ,Cho biết hai tập hợp có cùng lực lượng là gì?,Nếu tồn tại một song ánh giữa hai tập hợp đó.
Ánh xạ,tập hợp đếm được là gì?,Là tập hợp có cùng lực lượng với tập các số tự nhiên $\mathbb{N}$.
Ánh xạ,Thế nào là tập hợp đếm được?,Là tập hợp có cùng lực lượng với tập các số tự nhiên $\mathbb{N}$.
Ánh xạ,Giải thích tập hợp đếm được là gì?,Là tập hợp có cùng lực lượng với tập các số tự nhiên $\mathbb{N}$.
Ánh xạ,Định nghĩa của tập hợp đếm được.,Là tập hợp có cùng lực lượng với tập các số tự nhiên $\mathbb{N}$.
Ánh xạ,Cho biết tập hợp đếm được là gì?,Là tập hợp có cùng lực lượng với tập các số tự nhiên $\mathbb{N}$.
Ánh xạ,Tập hợp các số hữu tỷ có đếm được không?,"Có, vì có thể thiết lập một song ánh giữa $\mathbb{Q}$ và $\mathbb{N}$."
Ánh xạ,Tập hợp các số thực có đếm được không?,"Không, tập số thực là tập vô hạn không đếm được (lực lượng continuum)."
Ánh xạ,Phương pháp đường chéo của Cantor dùng để chứng minh điều gì?,Dùng để chứng minh rằng tập số thực có lực lượng lớn hơn tập số tự nhiên.
Ánh xạ,ánh xạ nhúng là gì?,Là một đơn ánh bảo toàn cấu trúc giữa hai không gian toán học.
Ánh xạ,Giải thích ánh xạ nhúng là gì?,Là một đơn ánh bảo toàn cấu trúc giữa hai không gian toán học.
Ánh xạ,Định nghĩa của ánh xạ nhúng.,Là một đơn ánh bảo toàn cấu trúc giữa hai không gian toán học.
Ánh xạ,Cho biết ánh xạ nhúng là gì?,Là một đơn ánh bảo toàn cấu trúc giữa hai không gian toán học.
Ánh xạ,Thế nào là ánh xạ nhúng?,Là một đơn ánh bảo toàn cấu trúc giữa hai không gian toán học.
Ánh xạ,Giải thích biến đổi trên tập A là gì?,Là một ánh xạ từ tập A vào chính nó.
Ánh xạ,Thế nào là biến đổi trên tập A?,Là một ánh xạ từ tập A vào chính nó.
Ánh xạ,Cho biết biến đổi trên tập A là gì?,Là một ánh xạ từ tập A vào chính nó.
Ánh xạ,biến đổi trên tập A là gì?,Là một ánh xạ từ tập A vào chính nó.
Ánh xạ,Định nghĩa của biến đổi trên tập A.,Là một ánh xạ từ tập A vào chính nó.
Ánh xạ,Thế nào là phép hoán vị trên tập hữu hạn?,Là một song ánh từ tập hữu hạn đó vào chính nó.
Ánh xạ,Giải thích phép hoán vị trên tập hữu hạn là gì?,Là một song ánh từ tập hữu hạn đó vào chính nó.
Ánh xạ,Định nghĩa của phép hoán vị trên tập hữu hạn.,Là một song ánh từ tập hữu hạn đó vào chính nó.
Ánh xạ,Cho biết phép hoán vị trên tập hữu hạn là gì?,Là một song ánh từ tập hữu hạn đó vào chính nó.
Ánh xạ,phép hoán vị trên tập hữu hạn là gì?,Là một song ánh từ tập hữu hạn đó vào chính nó.
Ánh xạ,Ánh xạ ngược của một song ánh có phải là song ánh không?,"Có, nó luôn là một song ánh."
Ánh xạ,Nghịch đảo của ánh xạ hợp $^{-1}$ bằng gì?,Bằng $f^{-1} \circ g^{-1}$.
Ánh xạ,Định nghĩa của ánh xạ bao hàm.,Là ánh xạ từ tập con A vào tập mẹ B gán mỗi phần tử cho chính nó.
Ánh xạ,ánh xạ bao hàm là gì?,Là ánh xạ từ tập con A vào tập mẹ B gán mỗi phần tử cho chính nó.
Ánh xạ,Cho biết ánh xạ bao hàm là gì?,Là ánh xạ từ tập con A vào tập mẹ B gán mỗi phần tử cho chính nó.
Ánh xạ,Giải thích ánh xạ bao hàm là gì?,Là ánh xạ từ tập con A vào tập mẹ B gán mỗi phần tử cho chính nó.
Ánh xạ,Thế nào là ánh xạ bao hàm?,Là ánh xạ từ tập con A vào tập mẹ B gán mỗi phần tử cho chính nó.
Ánh xạ,Giải thích hàm số hợp của f và g là gì?,Là hàm số nhận giá trị $g(f(x))$.
Ánh xạ,Định nghĩa của hàm số hợp của f và g.,Là hàm số nhận giá trị $g(f(x))$.
Ánh xạ,Thế nào là hàm số hợp của f và g?,Là hàm số nhận giá trị $g(f(x))$.
Ánh xạ,Cho biết hàm số hợp của f và g là gì?,Là hàm số nhận giá trị $g(f(x))$.
Ánh xạ,hàm số hợp của f và g là gì?,Là hàm số nhận giá trị $g(f(x))$.
Bài toán tổ hợp,Thế nào là Công thức Pascal?,$C_n^k = C_{n-1}^k + C_{n-1}^{k-1}$.
Bài toán tổ hợp,Công thức Pascal là gì?,$C_n^k = C_{n-1}^k + C_{n-1}^{k-1}$.
Bài toán tổ hợp,Nêu Công thức Pascal,$C_n^k = C_{n-1}^k + C_{n-1}^{k-1}$.
Bài toán tổ hợp,Cho biết Công thức Pascal,$C_n^k = C_{n-1}^k + C_{n-1}^{k-1}$.
Bài toán tổ hợp,Định nghĩa của Công thức Pascal.,$C_n^k = C_{n-1}^k + C_{n-1}^{k-1}$.
Bài toán tổ hợp,Giải thích Công thức Pascal là gì?,$C_n^k = C_{n-1}^k + C_{n-1}^{k-1}$.
Bài toán tổ hợp,Cho biết Công thức Pascal là gì?,$C_n^k = C_{n-1}^k + C_{n-1}^{k-1}$.
Bài toán tổ hợp,Công thức tính số chỉnh hợp chập k của n phần tử?,$A_n^k = \frac{n!}{(n-k)!}$.
Bài toán tổ hợp,Cho biết Công thức tính số chỉnh hợp lặp chập k của n phần tử là gì?,$F_n^k = n^k$.
Bài toán tổ hợp,Định nghĩa của Công thức tính số chỉnh hợp lặp chập k của n phần tử.,$F_n^k = n^k$.
Bài toán tổ hợp,Cho biết Công thức tính số chỉnh hợp lặp chập k của n phần tử,$F_n^k = n^k$.
Bài toán tổ hợp,Giải thích Công thức tính số chỉnh hợp lặp chập k của n phần tử là gì?,$F_n^k = n^k$.
Bài toán tổ hợp,Nêu Công thức tính số chỉnh hợp lặp chập k của n phần tử,$F_n^k = n^k$.
Bài toán tổ hợp,Thế nào là Công thức tính số chỉnh hợp lặp chập k của n phần tử?,$F_n^k = n^k$.
Bài toán tổ hợp,Công thức tính số chỉnh hợp lặp chập k của n phần tử là gì?,$F_n^k = n^k$.
Bài toán tổ hợp,Cho biết Công thức tính số hoán vị của n phần tử là gì?,"Ký hiệu là Pn, công thức $P_n = n!$."
Bài toán tổ hợp,Giải thích Công thức tính số hoán vị của n phần tử là gì?,"Ký hiệu là Pn, công thức $P_n = n!$."
Bài toán tổ hợp,Định nghĩa của Công thức tính số hoán vị của n phần tử.,"Ký hiệu là Pn, công thức $P_n = n!$."
Bài toán tổ hợp,Cho biết Công thức tính số hoán vị của n phần tử,"Ký hiệu là Pn, công thức $P_n = n!$."
Bài toán tổ hợp,Nêu Công thức tính số hoán vị của n phần tử,"Ký hiệu là Pn, công thức $P_n = n!$."
Bài toán tổ hợp,Công thức tính số hoán vị của n phần tử là gì?,"Ký hiệu là Pn, công thức $P_n = n!$."
Bài toán tổ hợp,Thế nào là Công thức tính số hoán vị của n phần tử?,"Ký hiệu là Pn, công thức $P_n = n!$."
Bài toán tổ hợp,Công thức tính số hoán vị lặp của n phần tử?,"$P_n(n_1, n_2, \dots, n_k) = \frac{n!}{n_1! n_2! \dots n_k!}$."
Bài toán tổ hợp,Công thức tính số tổ hợp chập k của n phần tử?,$C_n^k = \binom{n}{k} = \frac{n!}{k!(n-k)!}$.
Bài toán tổ hợp,Cho biết Công thức tính số tổ hợp lặp chập k của n phần tử là gì?,$\bar{C}_n^k = C_{n+k-1}^k = \binom{n+k-1}{k}$.
Bài toán tổ hợp,Cho biết Công thức tính số tổ hợp lặp chập k của n phần tử,$\bar{C}_n^k = C_{n+k-1}^k = \binom{n+k-1}{k}$.
Bài toán tổ hợp,Thế nào là Công thức tính số tổ hợp lặp chập k của n phần tử?,$\bar{C}_n^k = C_{n+k-1}^k = \binom{n+k-1}{k}$.
Bài toán tổ hợp,Định nghĩa của Công thức tính số tổ hợp lặp chập k của n phần tử.,$\bar{C}_n^k = C_{n+k-1}^k = \binom{n+k-1}{k}$.
Bài toán tổ hợp,Giải thích Công thức tính số tổ hợp lặp chập k của n phần tử là gì?,$\bar{C}_n^k = C_{n+k-1}^k = \binom{n+k-1}{k}$.
Bài toán tổ hợp,Công thức tính số tổ hợp lặp chập k của n phần tử là gì?,$\bar{C}_n^k = C_{n+k-1}^k = \binom{n+k-1}{k}$.
Bài toán tổ hợp,Nêu Công thức tính số tổ hợp lặp chập k của n phần tử,$\bar{C}_n^k = C_{n+k-1}^k = \binom{n+k-1}{k}$.
Bài toán tổ hợp,Khi nào thì một bài toán tồn tại được giải bằng phương pháp phản chứng?,"Khi việc chỉ ra trực tiếp phần tử đó quá khó, ta giả sử ngược lại để tìm ra sự mâu thuẫn với các giả thiết đã cho."
Bài toán tổ hợp,Định nghĩa của nhánh cận trong liệt kê.,Là kỹ thuật quay lui có thêm điều kiện đánh giá để loại bỏ sớm các nhánh không thể chứa nghiệm tối ưu.
Bài toán tổ hợp,Thế nào là nhánh cận trong liệt kê?,Là kỹ thuật quay lui có thêm điều kiện đánh giá để loại bỏ sớm các nhánh không thể chứa nghiệm tối ưu.
Bài toán tổ hợp,nhánh cận trong liệt kê là gì?,Là kỹ thuật quay lui có thêm điều kiện đánh giá để loại bỏ sớm các nhánh không thể chứa nghiệm tối ưu.
Bài toán tổ hợp,Cho biết nhánh cận trong liệt kê là gì?,Là kỹ thuật quay lui có thêm điều kiện đánh giá để loại bỏ sớm các nhánh không thể chứa nghiệm tối ưu.
Bài toán tổ hợp,Giải thích nhánh cận trong liệt kê là gì?,Là kỹ thuật quay lui có thêm điều kiện đánh giá để loại bỏ sớm các nhánh không thể chứa nghiệm tối ưu.
Bài toán tổ hợp,Làm sao để biết một bài toán đếm có sử dụng nguyên lý bù trừ?,Khi các điều kiện trong bài toán có sự chồng lấn lên nhau (ví dụ: đếm số người thích bóng đá HOẶC bóng chuyền).
